DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID
3213966	50011408	Cocktails are amazing and you even get a freshly prepared lemonade if you order alcohol with lemonade (I urge anyone to try it)...				
3213966	50011409	The only slight negative was the breakfast.				
3213966	50011410	My husband is gluten intolerant and there was no gluten free option.				
3213966	50011411	It would not be a problem as he wanted to build his own breakfast with options he could have and ordered 2x eggs, bacon etc.				
3213966	50011412	When his breakfast turned up it had 1x egg, 2x rushers of bacon and 1x mushroom.				
3213966	50011413	Not a lot to be fair.				
3213966	50011414	We explained the situation to the waitress the next morning and asked for a bit more food.				
3213966	50011415	However, the same breakfast had turned up!				
3213966	50011416	My eggs benedicts was equally as pathetic.				
3213966	50011417	It was very tasty but only got one poached egg with some ham on a whole English muffin.				
3213966	50011418	The continental breakfast assortment was not great either.				
3213966	50011419	Only 2 different types of cold meats, some bread, slices of one type of cheese, butter, but no cream/ soft cheese and not a lot else.				
3213966	50011420	Granted there was a good selection of cereals and fresh fruit.				
3213966	50011421	I am not sure why the hotel would be stingy on breakfast when they excel at the rest of the stuff.				
3213966	50011422	Overall I would recommend the hotel as all the staff were excellent, friendly and could not help you enough and it was up to a very good standard.				

3235545	50011430	Not good value for money ---SEP---		80012093	Hi, Thank you for your feedback.	
3235545	50011431	We stayed at this motel between Christmas and New Year so the tariff was higher than normal.		80012094	Due to the days you stayed being public holidays room servicing was kept to a minimum.	
3235545	50011432	It is a quick walk from the 3 Sisters viewing platform and tourist area and this is a plus.		80012095	If this was not suitable for you we wish you had mentioned it to staff and we would have happily extended that service.	
3235545	50011433	We stayed there for three nights.		80012096	Chairs are available outside the rooms as well as a lawned area in the front of the motel.	
3235545	50011434	The room was rather dark, but on arrival seemed to be clean.		80012097	We apologise if we did not live up to your expections.	
3235545	50011435	It was relatively quiet .		80012098	We are hoping to commence renovations shortly to upgrade the bathroom and motel in general.	
3235545	50011436	The aircon was quiet and effective.				
3235545	50011437	There was a large gap under the door and the whole place would have welcomed some paint.				
3235545	50011438	The room servicing consisted of changing the towels and emptying the garbage; anything else appeared to be too much bother.				
3235545	50011439	The beds were very uncomfortable.				
3235545	50011440	There was virtually no where outside to sit and enjoy the late afternoon/evening.				
3235545	50011441	Too much concrete and not enough customer focus.				

3243278	50011450	Great stay ---SEP---		80012109	Kitty, We greatly appreciate your loyalty and repeat business and the time you took to tell others.	
3243278	50011451	We are repeat visitors to this hotel.		80012110	We look forward to many future opportunities to have you as our guest again!	
3243278	50011452	It is clean and the rooms are updated and nice although it may look a little dated on the outside.				
3243278	50011453	The breakfast buffet is always plentiful and the service is great.				

3316489	50011460	Front Desk Staff ---SEP---		80012121	Thank you for taking the time to let other travelers know about our hotel and about our area, we really appreciate your feedback.	
3316489	50011461	This is my 5th monthly stay here.		80012122	It is always good to know that our staff is doing right by our guests, I will pass this review to them, I'm sure they will be thrilled.	
3316489	50011462	"Megan & Robert @ the Front Desk Are Superb in handling proper rooms & anything i requested in making my stay enjoyable and because if my IHG ""spire elite"" status they always make sure i get the room upgrade"		80012123	Thanks again and have a great day!	
3316489	50011463	i recommend this property because of location to beaches-shopping-grocery stores-bars-nightclubs & great restaurants as well as to I-95/I595 connecting to other highways!				

3261239	50011470	Excellent stay in New Plymouth ---SEP---		80012134	Thankyou for your most positive review following your stay with us.	
3261239	50011471	We stayed in 16 Northgate Motor Lodge only for one night.		80012135	The spacious super king studios are very quiet with the double glazing windows.	
3261239	50011472	We were planning to trek the Taranaki the next day and come back there also for the second night		80012136	Perhaps the next time you visit New Plymouth you will get to enjoy more outdoors activities.	
3261239	50011473	but it was raining (heavily) so we cancelled our plan and drove on to Wellington.		80012137	We hope to see you again.	
3261239	50011474	Despite that, our brief stay in this motel was really comfortable and we were happy that we found this place.				
3261239	50011475	The girl in the reception was very friendly and helpful and made us very welcome from the first minute.				
3261239	50011476	We got a room closest to the street (that is actually a main artery in New Plymouth) but the noise at night was acutally minimal.				
3261239	50011477	Maybe it was the heavy rain that muffled all other sounds :)				
3261239	50011478	The room itself was very clean and tidy and it seemed also quite new.				
3261239	50011479	Flat screen tv had enough channels and wifi was fast.				
3261239	50011480	As we were on the ground floor, we could park our car right outside our window.				
3261239	50011481	Due to the weather we did not spend much time in the city but there were many shops and some restaurants close by.				
3261239	50011482	All in all a great experience so I would definitely recommend it and would stay there again if ever in New Plymouth.				

3222185	50011490	Comfortable and clean ---SEP---		80012148	Hello Travellingcatcatcat	
3222185	50011491	We stayed here for 2 nights.		80012149	I am glad to hear you enjoyed your stay with ud during your visit to Banff.	
3222185	50011492	The room was comfortable and clean.		80012150	I would like to apologize about the disturbance you had during your second night.	
